omim,disease,hpo_id,freq_value
OMIM:300855,Ogden_syndrome,HP:0000456,0.125
OMIM:300855,Ogden_syndrome,HP:0000494,0.375
OMIM:300855,Ogden_syndrome,HP:0001488,0.125
OMIM:300855,Ogden_syndrome,HP:0002000,0.125
OMIM:300855,Ogden_syndrome,HP:0003196,0.25
OMIM:300855,Ogden_syndrome,HP:0010803,0.5
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000219,0.45454545454545453
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000276,0.7
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000307,0.6363636363636364
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000316,0.36363636363636365
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000343,0.7
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000414,0.5
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000437,0.5
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000455,0.5
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000463,0.7272727272727273
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000486,0.6666666666666666
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000494,0.7
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0000664,0.5
OMIM:300966,intellectual_disability_X-linked_syndromic_33,HP:0011822,0.5
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000154,0.9444444444444444
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000179,0.8888888888888888
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000219,0.7435897435897436
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000232,0.5
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000289,0.8611111111111112
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000294,0.3333333333333333
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000325,1.0
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000343,0.7692307692307693
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000414,0.3333333333333333
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000446,0.3333333333333333
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000463,0.8461538461538461
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0000494,0.3333333333333333
OMIM:601358,intellectual_disability-sparse_hair-brachydactyly_syndrome,HP:0003196,0.3333333333333333
